customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Predicted_Churn_Risk,Predicted_Churn_Class,Customer_Segment
5543-YYQP,Male,0,No,No,70,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Electronic check,23.98,1724.39,No,0.2233,No,Low/Mid Value (Needs Nurturing)
4919-IOCW,Male,0,Yes,No,21,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),79.74,1685.21,Yes,0.6088,Yes,New/At Risk (Monitor)
5681-HIKK,Male,0,Yes,No,48,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,66.31,3173.19,Yes,0.4996,No,Low/Mid Value (Needs Nurturing)
9849-CEEH,Male,0,No,No,27,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),60.09,1587.8,Yes,0.5798,Yes,New/At Risk (Monitor)
7275-WEWG,Male,0,Yes,No,15,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),71.03,1037.35,Yes,0.5721,Yes,New/At Risk (Monitor)
2052-NNKR,Male,0,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),105.97,7129.54,No,0.2245,No,High Value (VIP)
8633-NBGN,Male,0,No,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.36,1544.45,No,0.2417,No,Low/Mid Value (Needs Nurturing)
7381-YSWA,Female,0,No,No,35,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,72.93,2585.71,No,0.276,No,Low/Mid Value (Needs Nurturing)
7232-PALJ,Male,0,No,Yes,21,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),88.7,1909.06,No,0.6071,Yes,New/At Risk (Monitor)
7389-NRXX,Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),115.8,1170.1,Yes,0.4755,No,New/At Risk (Monitor)
9947-ZTHP,Female,1,Yes,Yes,41,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,92.59,3801.61,Yes,0.3903,No,High Value (VIP)
4595-INPA,Female,1,No,Yes,54,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),73.34,3936.25,Yes,0.4147,No,High Value (VIP)
7371-KVVZ,Male,1,Yes,No,72,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),95.31,6855.45,No,0.3786,No,High Value (VIP)
7624-XFOE,Male,0,Yes,Yes,34,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,118.45,4029.26,Yes,0.561,Yes,High Value (VIP)
9751-AMSS,Male,0,Yes,No,56,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),107.57,6047.41,Yes,0.3495,No,High Value (VIP)
1444-CUNE,Male,0,No,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,27.2,930.06,No,0.2747,No,Low/Mid Value (Needs Nurturing)
8564-FBIM,Female,0,Yes,No,72,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),76.02,5473.46,No,0.2763,No,High Value (VIP)
6363-GOKK,Male,0,Yes,No,69,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.29,6690.98,Yes,0.5862,Yes,High Value (VIP)
7211-IYNI,Male,0,Yes,Yes,3,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,85.77,239.71,Yes,0.6436,Yes,New/At Risk (Monitor)
2341-PAXR,Male,1,No,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,60.16,2711.39,No,0.2778,No,Low/Mid Value (Needs Nurturing)
1853-LHUC,Male,0,Yes,Yes,10,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),50.66,549.09,Yes,0.5631,Yes,New/At Risk (Monitor)
1659-YAHG,Male,1,Yes,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,81.26,4890.63,No,0.419,No,High Value (VIP)
1333-TEHE,Female,0,No,No,34,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),59.69,1992.26,Yes,0.4134,No,Low/Mid Value (Needs Nurturing)
8758-VDSG,Male,0,Yes,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),57.65,3910.97,No,0.2254,No,High Value (VIP)
8619-WIYL,Female,0,No,No,56,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),102.34,5693.71,Yes,0.506,Yes,High Value (VIP)
3749-TTXW,Male,0,No,No,10,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,49.97,487.45,Yes,0.6106,Yes,New/At Risk (Monitor)
2876-YFJD,Female,0,No,Yes,11,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),83.06,945.34,Yes,0.287,No,New/At Risk (Monitor)
1420-JSVM,Male,0,No,Yes,42,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),106.03,4490.89,Yes,0.5041,Yes,High Value (VIP)
7498-WGCS,Male,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,80.74,1450.31,Yes,0.2785,No,New/At Risk (Monitor)
4978-DWYJ,Female,0,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),67.78,4501.9,Yes,0.3452,No,High Value (VIP)
2983-ZSZB,Female,1,Yes,No,58,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),21.8,1241.02,No,0.3678,No,Low/Mid Value (Needs Nurturing)
6688-RNVL,Female,0,No,Yes,1,No,No phone service,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Electronic check,86.75,104.47,Yes,0.4519,No,New/At Risk (Monitor)
2129-QUKA,Male,1,Yes,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,118.5,876.87,Yes,0.4715,No,New/At Risk (Monitor)
7882-PDNL,Female,0,Yes,No,21,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Electronic check,99.5,2089.72,No,0.3907,No,New/At Risk (Monitor)
8532-WENF,Male,0,No,No,20,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,82.01,1638.6,No,0.5501,Yes,New/At Risk (Monitor)
9548-UITZ,Male,0,Yes,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),65.4,1871.96,No,0.4176,No,New/At Risk (Monitor)
9817-YPON,Female,0,Yes,No,36,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,40.79,1487.49,Yes,0.4102,No,Low/Mid Value (Needs Nurturing)
5397-KHCI,Female,0,Yes,Yes,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),87.81,2461.32,Yes,0.4465,No,New/At Risk (Monitor)
8385-HYOS,Male,0,No,No,36,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,36.07,1334.35,No,0.3682,No,Low/Mid Value (Needs Nurturing)
7209-KAPK,Male,0,Yes,Yes,20,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),107.4,2158.79,Yes,0.5425,Yes,New/At Risk (Monitor)
3979-PGLZ,Female,0,Yes,Yes,11,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,53.83,626.4,Yes,0.5843,Yes,New/At Risk (Monitor)
5232-KITW,Female,0,No,No,47,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,58.43,2772.15,Yes,0.5939,Yes,Low/Mid Value (Needs Nurturing)
5526-RAQG,Female,0,Yes,No,46,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),39.96,1879.18,No,0.3048,No,Low/Mid Value (Needs Nurturing)
2402-HXNP,Male,0,Yes,No,14,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,66.66,978.8,Yes,0.4182,No,New/At Risk (Monitor)
4937-WPUW,Male,0,Yes,No,66,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),86.64,5723.72,No,0.2827,No,High Value (VIP)
9041-OZAC,Male,0,No,No,12,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),48.68,543.97,Yes,0.636,Yes,New/At Risk (Monitor)
5820-HMWH,Male,0,Yes,Yes,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),88.78,5172.16,No,0.2815,No,High Value (VIP)
6016-VSLP,Male,0,Yes,No,72,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),80.62,5823.38,No,0.2199,No,High Value (VIP)
9698-LNXR,Male,0,No,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),55.68,677.75,No,0.4506,No,New/At Risk (Monitor)
6419-LWOI,Female,0,No,No,71,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),49.69,3501.36,No,0.239,No,Low/Mid Value (Needs Nurturing)
6023-IHDX,Male,0,No,No,18,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),104.81,1908.39,No,0.412,No,New/At Risk (Monitor)
4155-KDXR,Male,0,Yes,No,56,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),19.45,1095.54,Yes,0.299,No,Low/Mid Value (Needs Nurturing)
4033-GGXP,Male,0,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),90.2,2802.48,No,0.4067,No,New/At Risk (Monitor)
5530-XSYQ,Female,1,No,Yes,20,No,No phone service,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,60.18,1212.68,No,0.4003,No,New/At Risk (Monitor)
5636-DGJH,Male,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,90.38,1213.68,No,0.2656,No,New/At Risk (Monitor)
6912-FJAW,Male,0,Yes,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,69.26,1609.52,No,0.2989,No,New/At Risk (Monitor)
9751-EIBB,Female,0,No,Yes,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),26.68,1252.03,Yes,0.3977,No,Low/Mid Value (Needs Nurturing)
5786-WEUY,Male,0,No,Yes,31,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Mailed check,116.95,3625.6,Yes,0.4079,No,High Value (VIP)
9042-DASJ,Male,0,No,No,10,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),26.9,309.6,No,0.3205,No,New/At Risk (Monitor)
8690-POKF,Male,0,No,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,34.17,1992.63,No,0.4117,No,Low/Mid Value (Needs Nurturing)
1841-IPDC,Male,0,No,No,67,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,60.49,4014.59,Yes,0.3723,No,High Value (VIP)
7565-PCSU,Male,0,Yes,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,113.18,6747.57,Yes,0.2455,No,High Value (VIP)
1878-EEZS,Female,0,Yes,No,4,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),47.7,231.77,No,0.3872,No,New/At Risk (Monitor)
5978-CHDR,Female,0,No,No,35,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,75.4,2602.36,Yes,0.5537,Yes,New/At Risk (Monitor)
7818-TTZT,Female,1,No,No,63,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,70.65,4481.55,Yes,0.4087,No,High Value (VIP)
4697-YQMO,Male,0,No,No,31,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),51.43,1550.99,No,0.255,No,Low/Mid Value (Needs Nurturing)
8253-JSNJ,Male,1,Yes,No,70,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,88.23,6126.79,No,0.5061,Yes,High Value (VIP)
1986-TXDY,Male,0,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),68.65,4485.46,Yes,0.5807,Yes,High Value (VIP)
4404-UGIV,Female,1,Yes,No,9,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,76.37,709.71,Yes,0.5179,Yes,New/At Risk (Monitor)
2330-FHFR,Male,1,Yes,No,20,No,No phone service,DSL,Yes,No,No,No,No,Yes,One year,No,Credit card (automatic),39.37,790.15,No,0.3444,No,New/At Risk (Monitor)
2229-FANO,Male,0,No,Yes,39,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),111.37,4308.52,No,0.5449,Yes,High Value (VIP)
8699-JBHJ,Female,0,No,No,41,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,29.36,1202.48,No,0.5802,Yes,Low/Mid Value (Needs Nurturing)
5632-WOCV,Male,0,No,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),87.62,6208.78,Yes,0.3283,No,High Value (VIP)
4824-IZZU,Female,0,No,Yes,45,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,107.28,4868.75,Yes,0.5547,Yes,High Value (VIP)
4241-NDRH,Female,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),26.69,1890.79,No,0.2464,No,Low/Mid Value (Needs Nurturing)
3441-IECB,Female,0,No,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,21.14,852.28,Yes,0.2772,No,Low/Mid Value (Needs Nurturing)
3718-ZJTX,Male,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),51.73,161.24,Yes,0.4309,No,New/At Risk (Monitor)
5728-ODOW,Male,0,Yes,No,13,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,97.64,1240.6,No,0.525,Yes,New/At Risk (Monitor)
5982-WMIQ,Male,1,No,Yes,13,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,90.35,1173.64,No,0.5291,Yes,New/At Risk (Monitor)
9847-POCT,Male,0,Yes,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,100.88,5267.29,Yes,0.4112,No,High Value (VIP)
1653-NXKT,Male,0,Yes,No,28,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),58.2,1642.4,No,0.3142,No,New/At Risk (Monitor)
5102-ACHV,Male,0,No,Yes,22,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Electronic check,118.12,2571.47,No,0.447,No,New/At Risk (Monitor)
1339-YVIS,Male,1,Yes,No,30,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),55.04,1681.34,No,0.3148,No,Low/Mid Value (Needs Nurturing)
1659-YYFP,Female,0,Yes,Yes,70,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),99.19,6935.46,Yes,0.4092,No,High Value (VIP)
9502-UOIF,Male,0,No,Yes,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),53.51,3245.19,No,0.3735,No,Low/Mid Value (Needs Nurturing)
8141-UPCP,Female,0,Yes,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,40.2,865.11,No,0.4605,No,New/At Risk (Monitor)
6700-NKKV,Male,0,Yes,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,52.09,412.49,Yes,0.4559,No,New/At Risk (Monitor)
2713-FKNW,Male,0,No,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),37.61,557.72,No,0.4277,No,New/At Risk (Monitor)
9117-JVMY,Male,1,Yes,Yes,25,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,31.23,772.26,Yes,0.5818,Yes,Low/Mid Value (Needs Nurturing)
1601-OCKI,Female,0,No,Yes,28,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),54.83,1530.26,Yes,0.61,Yes,New/At Risk (Monitor)
6296-DYMQ,Female,0,Yes,Yes,5,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Electronic check,33.0,136.17,Yes,0.4097,No,New/At Risk (Monitor)
1018-VRON,Female,1,Yes,Yes,36,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),68.73,2432.98,Yes,0.5433,Yes,Low/Mid Value (Needs Nurturing)
1888-GQLT,Female,0,No,No,32,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),21.81,740.36,No,0.2546,No,Low/Mid Value (Needs Nurturing)
9167-UOYB,Male,0,No,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),61.6,2804.01,No,0.3733,No,Low/Mid Value (Needs Nurturing)
4335-IREJ,Female,1,Yes,No,60,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,114.53,6855.83,Yes,0.5404,Yes,High Value (VIP)
8178-WPDA,Male,0,No,No,40,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,54.31,2136.08,No,0.5454,Yes,Low/Mid Value (Needs Nurturing)
4920-WFJR,Male,0,Yes,No,17,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),32.08,562.87,Yes,0.6416,Yes,New/At Risk (Monitor)
1224-RNCH,Female,0,No,Yes,15,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,48.92,751.19,No,0.5835,Yes,New/At Risk (Monitor)
2858-ODUE,Female,0,Yes,Yes,50,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),97.77,4862.44,No,0.5837,Yes,High Value (VIP)
9165-WJQW,Female,0,Yes,No,36,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),49.77,1745.46,Yes,0.3789,No,Low/Mid Value (Needs Nurturing)
5479-NPPH,Female,0,Yes,Yes,13,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,56.79,780.83,No,0.6312,Yes,New/At Risk (Monitor)
8483-REMG,Female,0,Yes,Yes,67,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),97.52,6491.08,No,0.4057,No,High Value (VIP)
9327-XECI,Female,1,Yes,Yes,29,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,44.44,1312.94,Yes,0.6453,Yes,Low/Mid Value (Needs Nurturing)
7798-KZQI,Female,0,No,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,66.32,3937.67,No,0.249,No,High Value (VIP)
1042-JXJS,Female,1,No,No,52,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,24.6,1243.38,No,0.5555,Yes,Low/Mid Value (Needs Nurturing)
9022-EORP,Male,0,Yes,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,35.74,1273.49,No,0.426,No,Low/Mid Value (Needs Nurturing)
6654-KRYR,Female,0,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,39.3,1129.79,No,0.2647,No,Low/Mid Value (Needs Nurturing)
7180-OKGW,Female,0,No,No,63,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,Yes,Credit card (automatic),64.84,4060.86,No,0.3042,No,High Value (VIP)
4912-SMHY,Male,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,100.76,1312.73,No,0.4306,No,New/At Risk (Monitor)
7730-BKXP,Female,0,No,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,53.88,1221.55,No,0.4376,No,New/At Risk (Monitor)
7246-MVZU,Male,1,No,Yes,47,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),56.49,2635.79,Yes,0.3814,No,Low/Mid Value (Needs Nurturing)
3492-PBEQ,Male,0,No,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,48.5,1302.93,Yes,0.4467,No,New/At Risk (Monitor)
6439-DODQ,Female,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,50.46,316.84,No,0.3221,No,New/At Risk (Monitor)
8486-AXEN,Male,0,Yes,Yes,41,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),58.8,2399.19,No,0.3258,No,Low/Mid Value (Needs Nurturing)
3529-CPZI,Male,0,No,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,108.64,1026.73,Yes,0.4396,No,New/At Risk (Monitor)
6546-TWMU,Male,0,No,No,67,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),20.7,1348.67,No,0.5728,Yes,Low/Mid Value (Needs Nurturing)
